Official Full Name,"Official Symbol
",Gene type,Location,Exon Count,Chromosome,"HPO Term Identifier
","HPO Association
"
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0012244,Abnormal sex determination
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008669,Abnormal spermatogenesis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000142,Abnormal vagina morphology
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0001939,Abnormality of metabolism/homeostasis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0009888,Abnormality of secondary sexual hair
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000130,Abnormality of the uterus
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008187,Absence of secondary sex characteristics
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002555,Absent pubic hair
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000846,Adrenal insufficiency
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000062,Ambiguous genitalia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0010311,Aplasia/Hypoplasia of the breasts
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008684,Aplasia/hypoplasia of the uterus
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0001166,Arachnodactyly
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0001251,Ataxia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000006,Autosomal dominant inheritance
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000027,Azoospermia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000048,Bifid scrotum
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008665,Clitoral hypertrophy
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000028,Cryptorchidism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0030974,Cryptozoospermia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000144,Decreased fertility
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000868,Decreased fertility in females
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008214,Decreased serum estradiol
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0040171,Decreased serum testosterone concentration
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008734,Decreased testicular size
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000823,Delayed puberty
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002750,Delayed skeletal maturation
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008733,Dysplastic testis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008232,Elevated circulating follicle stimulating hormone level
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0011969,Elevated circulating luteinizing hormone level
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0030913,Exaggerated rugosity of the labia majora
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008730,"Female external genitalia in individual with 46,XY karyotype"
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0025486,Fused labia majora
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000133,Gonadal dysgenesis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000150,Gonadoblastoma
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000771,Gynecomastia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000365,Hearing impairment
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000815,Hypergonadotropic hypogonadism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000044,Hypogonadotropic hypogonadism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008736,Hypoplasia of penis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000013,Hypoplasia of the uterus
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008726,Hypoplasia of the vagina
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000047,Hypospadias
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000837,Increased circulating gonadotropin level
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000026,Male hypogonadism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0003251,Male infertility
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000037,Male pseudohermaphroditism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000252,Microcephaly
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000054,Micropenis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002667,Nephroblastoma
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000100,Nephrotic syndrome
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0011961,Non-obstructive azoospermia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0011962,Obstructive azoospermia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000798,Oligozoospermia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000938,Osteopenia
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000939,Osteoporosis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0005625,Osteoporosis of vertebrae
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000149,Ovarian gonadoblastoma
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0012861,Ovotestis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000808,Penoscrotal hypospadias
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000118,Phenotypic abnormality
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000147,Polycystic ovaries
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008209,Premature ovarian insufficiency
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000786,Primary amenorrhea
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0008193,Primary gonadal insufficiency
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002206,Pulmonary fibrosis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0004349,Reduced bone mineral density
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0012646,Retractile testis
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000869,Secondary amenorrhea
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0012245,Sex reversal
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0001470,Sex-limited expression
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0004322,Short stature
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000046,Small scrotum
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002215,Sparse axillary hair
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0002225,Sparse pubic hair
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0010464,Streak ovary
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0000030,Testicular gonadoblastoma
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0010459,True hermaphroditism
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0003829,Typified by incomplete penetrance
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0100779,Urogenital sinus anomaly
nuclear receptor subfamily 5 group A member 1,NR5A1,protein-coding,9q33.3,7,9,HP:0012870,Vanishing testis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011535,Abnormal atrial arrangement
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0030680,Abnormal cardiovascular system morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0030488,Abnormal central response of multifocal electroretinogram
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002536,Abnormal cortical gyration
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000682,Abnormal dental enamel morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000512,Abnormal electroretinogram
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0003312,Abnormal form of the vertebral bodies
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0030466,Abnormal full-field electroretinogram
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001627,Abnormal heart morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0025576,Abnormal inferior vena cava morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000190,Abnormal oral frenulum morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002793,Abnormal pattern of respiration
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0007703,Abnormal retinal pigmentation
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0008046,Abnormal retinal vascular morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000929,Abnormal skull morphology
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0012206,Abnormal sperm motility
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0032016,Abnormal sputum
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002269,Abnormality of neuronal migration
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000164,Abnormality of the dentition
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000271,Abnormality of the face
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000119,Abnormality of the genitourinary system
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000864,Abnormality of the hypothalamus-pituitary axis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001732,Abnormality of the pancreas
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000924,Abnormality of the skeletal system
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0030825,Absent foveal reflex
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001344,Absent speech
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000191,Accessory oral frenulum
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002251,Aganglionic megacolon
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001274,Agenesis of corpus callosum
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0006349,Agenesis of permanent teeth
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0006536,Airway obstruction
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001596,Alopecia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0009085,Alveolar ridge overgrowth
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0010296,Ankyloglossia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0010772,Anomalous pulmonary venous return
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000463,Anteverted nares
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0007370,Aplasia/Hypoplasia of the corpus callosum
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002104,Apnea
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0100702,Arachnoid cyst
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001746,Asplenia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001251,Ataxia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0100750,Atelectasis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011539,Atrial situs ambiguous
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0007843,Attenuation of retinal blood vessels
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0010297,Bifid tongue
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0008689,Bilateral cryptorchidism
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0004422,Biparietal narrowing
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000618,Blindness
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001156,Brachydactyly
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002299,Brittle hair
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000187,Broad alveolar ridges
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000455,Broad nasal tip
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011304,Broad thumb
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002110,Bronchiectasis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000670,Carious teeth
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0006145,Central Y-shaped metacarpal
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002350,Cerebellar cyst
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001320,Cerebellar vermis hypoplasia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002059,Cerebral atrophy
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011463,Childhood onset
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000453,Choanal atresia
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000389,Chronic otitis media
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002257,Chronic rhinitis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011109,Chronic sinusitis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000175,Cleft palate
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000204,Cleft upper lip
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0030084,Clinodactyly
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0004209,Clinodactyly of the 5th finger
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001217,Clubbing
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002208,Coarse hair
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000551,Color vision defect
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000405,Conductive hearing impairment
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0010579,Cone-shaped epiphysis
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0003577,Congenital onset
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001133,Constriction of peripheral visual field
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0011505,Cystoid macular edema
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001305,Dandy-Walker malformation
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0004325,Decreased body weight
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0002002,Deep philtrum
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000750,Delayed speech and language development
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0004097,Deviation of finger
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000268,Dolichocephaly
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0001719,Double outlet right ventricle
OFD1 centriole and centriolar satellite protein,OFD1,protein-coding,Xp22.2,27,X,HP:0000494,Downslanted palpebral fissures
